cell_id,cx,cy,cz,volume,sigma_t,sigma_s,q
168,0.4447952955961227,0.7404358983039856,0.865614116191864,0.00010319195669232472,1.0,0.5,0.0
169,0.07466981893889192,0.9520628956927898,0.8866858625593285,0.00018910213150970573,1.0,0.5,0.0
170,0.660689619510574,0.030627340078353875,0.7742341713341045,0.00016406378238409294,1.0,0.5,0.0
171,0.7431047260761261,0.7617437243461609,0.14114843308925631,0.00010319181236225769,1.0,0.5,0.0
172,0.9191945642232895,0.753669767001835,0.1614964800253285,0.00013044457644607703,1.0,0.5,0.0
173,0.1751906425740703,0.36671941096726635,0.21223139193911172,0.00011749793979896851,1.0,0.5,0.0
174,0.5508842065615166,0.40037021455275407,0.9151914566755295,0.0002738134781213605,1.0,0.5,0.0
175,0.3230536432125318,0.9723976403474808,0.49703725554374123,0.0001966888216577681,1.0,0.5,0.0
176,0.6922604332820327,0.3344401361858489,0.518982605604187,0.00011415034415471411,1.0,0.5,0.0
177,0.09388357400894168,0.4429041584335698,0.6028186688872986,0.00015155646152190005,1.0,0.5,0.0
178,0.07801217545498088,0.7812937021953074,0.9717304855585098,0.0001875172743790996,1.0,0.5,0.0
179,0.9730648547410965,0.7801532397029534,0.9245366882676112,0.00020746341439897313,1.0,0.5,0.0
180,0.8709515929222107,0.16512499749660492,0.7377672493457794,0.00010319184844474923,1.0,0.5,0.0
181,0.205893452005654,0.5716510309226792,0.08988046646118165,0.0002901889288861237,1.0,0.5,0.0
182,0.4980648308992386,0.8576288521289825,0.3222648575901986,0.00015478773658469545,1.0,0.5,0.0
183,0.7857203185558319,0.8682827651500702,0.6738438010215759,0.00010319174019727462,1.0,0.5,0.0
184,0.3595640510320663,0.6338968724012375,0.26899531856179243,0.0001031918394241831,1.0,0.5,0.0
185,0.6259117275476456,0.7937054336071014,0.6205742657184601,0.0006191509463387815,1.0,0.5,0.0
186,0.2743327990174293,0.3355875015258789,0.865614116191864,0.00010319192060980786,1.0,0.5,0.0
187,0.15713981539011004,0.7510898113250732,0.21572577953338626,0.00010319190256854957,1.0,0.5,0.0
188,0.23171716183423996,0.16512499749660492,0.48207350820302963,0.00010319192060982056,1.0,0.5,0.0
189,0.7857203334569931,0.6338968724012375,0.1837640590965748,0.00010319178530041429,1.0,0.5,0.0
190,0.685730832498613,0.9171929210424423,0.15673552854053788,0.0001336758379869874,1.0,0.5,0.0
191,0.15713981539011004,0.708474189043045,0.2583414092659951,0.00020638360668335794,1.0,0.5,0.0
